"taxonomy1","taxonomy2","taxonomy3","taxonomy4","taxonomy5","taxonomy6","taxonomy7","taxonomy8"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","NA","NA","OTU_2868"
"Fungi","Zoopagomycota","Zoopagomycetes","Zoopagales","Piptocephalidaceae","Syncephalis","NA","OTU_1194"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Neocamarosporiaceae","Neocamarosporium","NA","OTU_1827"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","NA","OTU_1549"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Niesslia","mucida","OTU_1365"
"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","NA","OTU_813"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Collarina","NA","OTU_1671"
"Fungi","Ascomycota","Sordariomycetes","Sordariomycetidae_ord_Incertae_sedis","Sordariomycetidae_fam_Incertae_sedis","Myxocephala","albida","OTU_737"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1175"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_802"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Torulaceae","Torula","NA","OTU_510"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1080"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Hirsutella","tunicata","OTU_2910"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricales_fam_Incertae_sedis","Lepista","nuda","OTU_1704"
"Fungi","Ascomycota","Sordariomycetes","Branch06","Branch06_fam_Incertae_sedis","Branch06_gen_Incertae_sedis","NA","OTU_2791"
"Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae","Microdochium","panattonianum","OTU_2426"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Hapsidospora","variabilis","OTU_1637"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Podila","humilis","OTU_2532"
"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","ibericum","OTU_2072"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","juncicola","OTU_2243"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_2384"
"Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascodesmidaceae","Cephaliophora","NA","OTU_1659"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","NA","NA","NA","OTU_496"
"Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascodesmidaceae","Cephaliophora","NA","OTU_2639"
"Fungi","Basidiomycota","NA","NA","NA","NA","NA","OTU_1078"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Niaceae","Flagelloscypha","NA","OTU_1313"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1425"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_2701"
"Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Cercospora","NA","OTU_682"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","NA","OTU_966"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_625"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","velutipes","OTU_670"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Stropharia","rugosoannulata","OTU_940"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Ophiocordyceps","agriotis","OTU_2531"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Ovatospora","NA","OTU_873"
"Fungi","Ascomycota","Eurotiomycetes","Onygenales","NA","NA","NA","OTU_1769"
"Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","OTU_2213"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_1663"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1871"
"Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Scolecobasidium","constrictum","OTU_2714"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","NA","NA","OTU_1683"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1134"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_2140"
"Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","OTU_1096"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","NA","NA","NA","OTU_2381"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","NA","OTU_1713"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_968"
"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporales_fam_Incertae_sedis","Amyloporia","NA","OTU_1309"
"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","ibericum","OTU_1996"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","spinulosum","OTU_2079"
"Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Scolecobasidium","constrictum","OTU_1300"
"Fungi","Ascomycota","Laboulbeniomycetes","Laboulbeniales","Laboulbeniaceae","Rickia","wasmannii","OTU_2030"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_989"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Helminthosphaeriaceae","Endophragmiella","constricta","OTU_938"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_1734"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_899"
"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","NA","NA","OTU_1325"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormiella","NA","OTU_721"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","NA","NA","OTU_1988"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_2692"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","percoelestinum","OTU_1888"
"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","NA","NA","OTU_991"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","NA","OTU_2278"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Myrothecium","NA","OTU_1861"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_609"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Bombardiaceae","Ramophialophora","humicola","OTU_1882"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_1431"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Triangularia","NA","OTU_2593"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Cladorrhinum","NA","OTU_2268"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1386"
"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","NA","NA","OTU_1437"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Cladorrhinum","hyalocarpum","OTU_1962"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Westerdykella","NA","OTU_1157"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Roussoellaceae","Roussoella","NA","OTU_896"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_2184"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","NA","NA","OTU_2383"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_2771"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Pseudocoleophoma","NA","OTU_898"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_880"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","semiglobata","OTU_1887"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1622"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","NA","NA","OTU_1181"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_984"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Sarocladiaceae","Sarocladium","NA","OTU_1692"
"Fungi","Basidiobolomycota","Basidiobolomycetes","Basidiobolales","Basidiobolaceae","Basidiobolus","NA","OTU_1027"
"Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidales_fam_Incertae_sedis","Rhizophlyctidales_gen_Incertae_sedis","NA","OTU_2346"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","spinulosum","OTU_1228"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","NA","NA","NA","OTU_1404"
"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporales_fam_Incertae_sedis","Amyloporia","NA","OTU_1035"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_775"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","italica","OTU_1129"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Leptospora","NA","OTU_1182"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","NA","NA","OTU_2699"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Thelonectria","olida","OTU_1305"
"Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","OTU_1290"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","NA","NA","OTU_2504"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_807"
"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus","longus","OTU_903"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","NA","OTU_551"
"Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","OTU_1891"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","radians","OTU_2387"
"Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","NA","OTU_1765"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1085"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","NA","OTU_2280"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_1191"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","NA","NA","OTU_2452"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_2419"
"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Aleuria","NA","OTU_1375"
"Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthiopsis","NA","OTU_1793"
"Fungi","Ascomycota","Dothideomycetes","Dothideomycetes_ord_Incertae_sedis","Eremomycetaceae","Arthrographis","NA","OTU_2497"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Mycenastrum","corium","OTU_1229"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","Pezizellaceae","Allophylaria","subliciformis","OTU_1576"
"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Lecythophora","NA","OTU_1101"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_733"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1387"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1816"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Alternariaster","helianthi","OTU_818"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","NA","OTU_2545"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","elongatula","OTU_816"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","NA","OTU_1803"
"Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","OTU_2735"
"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","NA","NA","OTU_1244"
"Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","OTU_2370"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_1063"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","NA","OTU_2099"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Flavocillium","primulinum","OTU_1161"
"Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_ord_Incertae_sedis","Junewangiaceae","Sporidesmiella","NA","OTU_1821"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_2014"
"Fungi","Basidiomycota","Agaricomycetes","NA","NA","NA","NA","OTU_2074"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","NA","NA","NA","OTU_2339"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1600"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Physalacria","bambusae","OTU_1695"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","violaceopallens","OTU_1730"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","NA","NA","NA","OTU_2668"
"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","NA","NA","OTU_996"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","NA","NA","NA","OTU_1223"
"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporales_fam_Incertae_sedis","Amyloporia","NA","OTU_920"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","NA","OTU_1105"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Typhulaceae","Typhula","trifolii","OTU_2652"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1270"
"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","solani","OTU_2120"
"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","verticillata","OTU_1949"
"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","verticillata","OTU_1868"
"Fungi","Basidiomycota","Agaricomycetes","NA","NA","NA","NA","OTU_1623"
"Fungi","Ascomycota","Leotiomycetes","NA","NA","NA","NA","OTU_1563"
"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","lanuginosus","OTU_1920"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_747"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1539"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Sclerotinia","NA","OTU_1062"
"Fungi","Ascomycota","Sordariomycetes","Branch06","Branch06_fam_Incertae_sedis","Branch06_gen_Incertae_sedis","NA","OTU_2301"
"Fungi","Basidiomycota","Agaricomycetes","NA","NA","NA","NA","OTU_597"
"Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Neoidriella","NA","OTU_1624"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_1822"
"Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","OTU_2674"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","NA","OTU_1488"
"Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","OTU_687"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","NA","NA","OTU_1739"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_2275"
"Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Vermispora","NA","OTU_2297"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","NA","OTU_1869"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1634"
"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","tamarii","OTU_1878"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_2388"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1186"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellales_fam_Incertae_sedis","Mortierellales_gen_Incertae_sedis","NA","OTU_1079"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Stemphylium","trifolii","OTU_2293"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","NA","NA","NA","OTU_937"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","NA","OTU_2530"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_1188"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1598"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","NA","NA","NA","OTU_1015"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_1594"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1460"
"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","NA","NA","OTU_1321"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1583"
"Fungi","Ascomycota","Eurotiomycetes","Arachnomycetales","Arachnomycetaceae","Arachnomyces","NA","OTU_2322"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1840"
"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus","NA","OTU_1034"
"Fungi","Ascomycota","Dothideomycetes","NA","NA","NA","NA","OTU_512"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_1645"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Deconica","crobula","OTU_748"
"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Udeniomyces","NA","OTU_2069"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Helicodendron","NA","OTU_1584"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Pezizellaster","NA","OTU_932"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","NA","NA","NA","OTU_2585"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","protuberata","OTU_1931"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_1699"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_2880"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_1086"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","NA","OTU_997"
"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Veronaea","NA","OTU_2227"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Cuphophyllus","yacurensis","OTU_1585"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","NA","NA","NA","OTU_1876"
"Fungi","Mortierellomycota","NA","NA","NA","NA","NA","OTU_1159"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1515"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1789"
"Fungi","Basidiobolomycota","Basidiobolomycetes","Basidiobolales","Basidiobolaceae","Basidiobolus","NA","OTU_1150"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_1352"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1642"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Physalacria","bambusae","OTU_2772"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_2521"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Crepidotaceae","Crepidotus","NA","OTU_1531"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","NA","NA","OTU_2881"
"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Chrysosporium","lobatum","OTU_2382"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Oudemansiella","australis","OTU_994"
"Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Oxyporaceae","Oxyporus","piceicola","OTU_2955"
"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Microdominikia","litorea","OTU_2682"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Calvatia","NA","OTU_2181"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Gymnopus","ceraceicola","OTU_1990"
"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia","NA","OTU_1074"
"Fungi","Ascomycota","Sordariomycetes","Atractosporales","Conlariaceae","Conlarium","NA","OTU_2230"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_1423"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","NA","NA","NA","OTU_1688"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_2257"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Phaeodothis","NA","OTU_1184"
"Fungi","Basidiobolomycota","Basidiobolomycetes","Basidiobolales","Basidiobolaceae","Basidiobolus","NA","OTU_2421"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_2686"
"Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","OTU_1302"
"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","domiciliana","OTU_1323"
"Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","NA","NA","OTU_1927"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_1647"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","NA","NA","NA","OTU_1378"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","alni","OTU_1674"
"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","verticillata","OTU_1254"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","NA","OTU_2063"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_2843"
"Fungi","Basidiomycota","NA","NA","NA","NA","NA","OTU_2390"
"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellales_fam_Incertae_sedis","Minimedusa","polyspora","OTU_1195"
"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","NA","OTU_1609"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","NA","NA","NA","OTU_906"
"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia","NA","OTU_1775"
"Fungi","Basidiomycota","Atractiellomycetes","Atractiellales","Phleogenaceae","Bourdotigloea","NA","OTU_1573"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Stephanonectria","NA","OTU_2464"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","apala","OTU_2003"
"Fungi","Basidiomycota","Agaricomycetes","NA","NA","NA","NA","OTU_2614"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1025"
"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","NA","NA","OTU_2290"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1111"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_2123"
"Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Neoidriella","NA","OTU_1787"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","spinulosum","OTU_1818"
"Fungi","Ascomycota","Dothideomycetes","NA","NA","NA","NA","OTU_1051"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Deconica","crobula","OTU_1933"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Triangularia","backusii","OTU_1700"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","NA","OTU_1748"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_2398"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","NA","NA","NA","OTU_1402"
"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Chrysosporium","crassitunicatum","OTU_1033"
"Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","NA","OTU_1580"
"Fungi","Blastocladiomycota","Blastocladiomycota_cls_Incertae_sedis","Blastocladiomycota_ord_Incertae_sedis","Blastocladiomycota_fam_Incertae_sedis","Blastocladiomycota_gen_Incertae_sedis","NA","OTU_2466"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_2321"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","juncicola","OTU_857"
"Fungi","Ascomycota","Laboulbeniomycetes","Pyxidiophorales","Pyxidiophoraceae","Pyxidiophora","arvernensis","OTU_1574"
"Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascodesmidaceae","Ascodesmidaceae_gen_Incertae_sedis","NA","OTU_1982"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","NA","OTU_1950"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Bovista","pusilla","OTU_2850"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_974"
"Fungi","Ascomycota","Sordariomycetes","Branch06","Branch06_fam_Incertae_sedis","Branch06_gen_Incertae_sedis","NA","OTU_1640"
"Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_ord_Incertae_sedis","Junewangiaceae","NA","NA","OTU_1538"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1304"
"Fungi","Basidiomycota","Microbotryomycetes","NA","NA","NA","NA","OTU_1376"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","NA","OTU_1518"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_2615"
"Fungi","Basidiomycota","Agaricomycetes","NA","NA","NA","NA","OTU_2838"
"Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","OTU_2024"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_2663"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Torulaceae","Torula","mackenziei","OTU_1686"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Leucoagaricus","leucothites","OTU_2158"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_1258"
"Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Cephalotrichum","purpureofuscum","OTU_2305"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Torulaceae","Torula","NA","OTU_862"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","Pleuroascaceae","Pleuroascus","rectipilus","OTU_1464"
