"taxonomy1","taxonomy2","taxonomy3","taxonomy4","taxonomy5","taxonomy6","taxonomy7","taxonomy8"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","amoeboidea","OTU_35"
"Fungi","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","pessaminum","OTU_143"
"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","NA","OTU_155"
"Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae","Microdochium","panattonianum","OTU_14"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","yunnanensis","OTU_34"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_23"
"Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae","Microdochium","panattonianum","OTU_13"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Parachaetomium","carinthiacum","OTU_226"
"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","pinophilus","OTU_27"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Limnoperdaceae","Limnoperdon","NA","OTU_347"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","tenuissima","OTU_2"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_7"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_4"
"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia","pullulans","OTU_10"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_12"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","NA","NA","OTU_45"
"Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","cladosporioides","OTU_97"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","NA","OTU_1"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_3"
"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","purpureogenus","OTU_38"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Parachaetomium","carinthiacum","OTU_18"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","equiseti","OTU_26"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Triangularia","NA","OTU_152"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","NA","OTU_281"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_5"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metacordyceps","chlamydosporia","OTU_156"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_8"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","NA","NA","OTU_11"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla","aquaeductuum","OTU_21"
"Fungi","Chytridiomycota","GS13","GS13_ord_Incertae_sedis","GS13_fam_Incertae_sedis","GS13_gen_Incertae_sedis","NA","OTU_56"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_76"
"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","NA","OTU_60"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","NA","NA","OTU_92"
"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Thelebolus","globosus","OTU_118"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","NA","NA","OTU_1696"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","apala","OTU_393"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla","NA","OTU_9"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_302"
"Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae","Microdochium","panattonianum","OTU_30"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","NA","OTU_51"
"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellales_fam_Incertae_sedis","Minimedusa","polyspora","OTU_29"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_33"
"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia","NA","OTU_25"
"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Cantharellales_fam_Incertae_sedis","Minimedusa","polyspora","OTU_20"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_64"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_47"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","NA","NA","OTU_15"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","NA","OTU_82"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Parachaetomium","carinthiacum","OTU_43"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","NA","OTU_121"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla","aquaeductuum","OTU_16"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","subcrispa","OTU_115"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Helminthosphaeriaceae","Endophragmiella","constricta","OTU_400"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_22"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_17"
"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","NA","OTU_81"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Corynesporascaceae","Corynespora","cassiicola","OTU_99"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Podila","humilis","OTU_19"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormia","NA","OTU_65"
"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","NA","OTU_80"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","NA","OTU_39"
"Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Fusidium","NA","OTU_95"
"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia","robertii","OTU_189"
"Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_ord_Incertae_sedis","Junewangiaceae","Junewangiaceae_gen_Incertae_sedis","NA","OTU_381"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","NA","OTU_63"
"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","calidominioluteus","OTU_59"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","amoeboidea","OTU_77"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_131"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","memorabilis","OTU_93"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Niesslia","mucida","OTU_568"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Neoschizotheciaceae","Apodus","deciduus","OTU_87"
"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","NA","OTU_134"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","byssisedum","OTU_310"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_109"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","grande","OTU_225"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","amoeboidea","OTU_31"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Hirsutella","minnesotensis","OTU_986"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Leptosphaeria","NA","OTU_52"
"Fungi","Ascomycota","Laboulbeniomycetes","Pyxidiophorales","Pyxidiophoraceae","Pyxidiophora","arvernensis","OTU_58"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","NA","OTU_66"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Leptosphaeria","cichorium","OTU_62"
"Fungi","Basidiomycota","NA","NA","NA","NA","NA","OTU_592"
"Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","OTU_88"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_185"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Parachaetomium","carinthiacum","OTU_129"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Marquandomyces","marquandii","OTU_808"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","NA","OTU_1899"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","NA","NA","NA","OTU_94"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_291"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_158"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","NA","OTU_69"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","NA","NA","NA","OTU_79"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","NA","NA","OTU_44"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Typhulaceae","Typhula","trifolii","OTU_117"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","apala","OTU_278"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Limnoperdaceae","Limnoperdon","NA","OTU_474"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","amoeboidea","OTU_193"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","Pezizellaceae","Microscypha","NA","OTU_356"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_112"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","NA","NA","NA","OTU_311"
"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","verticillata","OTU_250"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","NA","NA","NA","OTU_1263"
"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","ligniaria","OTU_287"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_154"
"Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","Pezizomycotina_ord_Incertae_sedis","Pezizomycotina_fam_Incertae_sedis","Acrospeira","mirabilis","OTU_195"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","NA","OTU_96"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","NA","NA","OTU_145"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","NA","NA","OTU_139"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Typhulaceae","Typhula","NA","OTU_126"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_101"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Neoschizotheciaceae","Apodus","deciduus","OTU_57"
"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","equina","OTU_84"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_78"
"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Amaurodon","NA","OTU_948"
"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizales_fam_Incertae_sedis","Coprotus","glaucellus","OTU_266"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Marquandomyces","marquandii","OTU_188"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","semiglobata","OTU_2507"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1756"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","Calloriaceae","Calloriaceae_gen_Incertae_sedis","NA","OTU_132"
"Fungi","Mortierellomycota","NA","NA","NA","NA","NA","OTU_125"
"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","hypogaeum","OTU_104"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Neoschizotheciaceae","Apodus","deciduus","OTU_111"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_167"
"Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Ochroconis","NA","OTU_441"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","NA","NA","NA","OTU_49"
"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","NA","OTU_98"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Leptosphaeria","NA","OTU_54"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","NA","NA","NA","OTU_230"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Niesslia","NA","OTU_149"
"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia","frigida","OTU_70"
"Fungi","Ascomycota","Sordariomycetes","Microascales","Ceratocystidaceae","Endoconidiophora","fujiensis","OTU_48"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","NA","NA","OTU_166"
"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma","applanatum","OTU_236"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_280"
"Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","roseus","OTU_201"
"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Phaeotremellaceae","Phaeotremella","fimbriata","OTU_271"
"Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Amaurodon","NA","OTU_147"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris","drechsleri","OTU_71"
"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","NA","NA","OTU_74"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_522"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_138"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","NA","NA","OTU_361"
"Fungi","Ascomycota","Sordariomycetes","Coronophorales","Ceratostomataceae","Ceratostomataceae_gen_Incertae_sedis","NA","OTU_182"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","amoeboidea","OTU_191"
"Fungi","Kickxellomycota","Ramicandelaberomycetes","Ramicandelaberales","Ramicandelaberaceae","Ramicandelaber","NA","OTU_1385"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","NA","OTU_297"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","NA","OTU_255"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","calciphila","OTU_231"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_163"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","NA","NA","NA","OTU_212"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","NA","NA","NA","OTU_234"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_162"
"Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","OTU_637"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_241"
"Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","OTU_460"
"Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Fusidium","NA","OTU_224"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","NA","OTU_561"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Niesslia","mucida","OTU_181"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Niesslia","mucida","OTU_75"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricales_fam_Incertae_sedis","Panaeolus","papilionaceus","OTU_325"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_217"
"Fungi","Ascomycota","Pezizomycetes","Pezizales","NA","NA","NA","OTU_1010"
"Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae","Microdochium","panattonianum","OTU_91"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_178"
"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","NA","OTU_90"
"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","NA","OTU_124"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricales_fam_Incertae_sedis","Panaeolus","acuminatus","OTU_198"
"Fungi","Basidiomycota","Agaricomycetes","NA","NA","NA","NA","OTU_415"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Pleotrichocladium","opacum","OTU_68"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_883"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_184"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_237"
"Fungi","Basidiomycota","Agaricomycetes","Agaricomycetes_ord_Incertae_sedis","Agaricomycetes_fam_Incertae_sedis","Akenomyces","costatus","OTU_1361"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_374"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_168"
"Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Lyomyces","NA","OTU_2436"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","NA","NA","OTU_180"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Leucoagaricus","leucothites","OTU_456"
"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","NA","OTU_216"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","NA","NA","OTU_1173"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Rhexocercosporidium","NA","OTU_586"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_698"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","apala","OTU_196"
"Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","OTU_834"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","velutinum","OTU_85"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Typhulaceae","Typhula","phacorrhiza","OTU_1143"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Macrodiplodiopsidaceae","Pseudochaetosphaeronema","larense","OTU_208"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_258"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","austrokoningii","OTU_571"
"Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","OTU_151"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_1132"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_338"
"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","NA","NA","OTU_560"
"Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","NA","OTU_102"
"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus","NA","OTU_323"
"Fungi","Ascomycota","Laboulbeniomycetes","Pyxidiophorales","Pyxidiophoraceae","Pyxidiophora","arvernensis","OTU_353"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Valsonectria","inflata","OTU_227"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","NA","NA","NA","OTU_875"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_120"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","brevicompactum","OTU_130"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","memorabilis","OTU_209"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","NA","NA","NA","OTU_86"
"Fungi","Basidiomycota","Agaricomycetes","NA","NA","NA","NA","OTU_1107"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_320"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Neophaeosphaeriaceae","Neophaeosphaeria","livistonae","OTU_197"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pterulaceae","Pterula","gracilis","OTU_420"
"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","NA","OTU_1415"
"Fungi","Basidiomycota","Agaricomycetes","NA","NA","NA","NA","OTU_164"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Bisifusarium","biseptatum","OTU_542"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricales_fam_Incertae_sedis","Panaeolus","papilionaceus","OTU_240"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Niesslia","mucida","OTU_221"
"Fungi","Basidiobolomycota","Basidiobolomycetes","Basidiobolales","Basidiobolaceae","Basidiobolus","NA","OTU_911"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","NA","NA","OTU_537"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","Calloriaceae","Calloriaceae_gen_Incertae_sedis","NA","OTU_141"
"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia","pullulans","OTU_83"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_639"
"Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Udeniozyma","NA","OTU_248"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_202"
"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","NA","OTU_199"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_2182"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_480"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","NA","NA","OTU_239"
"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Crocicreas","NA","OTU_442"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","apala","OTU_172"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Hydropisphaera","NA","OTU_417"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_313"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","NA","NA","NA","OTU_1064"
"Fungi","NA","NA","NA","NA","NA","NA","OTU_928"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","pubescens","OTU_1252"
"Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia","frigida","OTU_375"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Marquandomyces","marquandii","OTU_504"
"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Deconica","NA","OTU_1758"
"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizales_fam_Incertae_sedis","Coprotus","glaucellus","OTU_305"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","NA","NA","NA","OTU_587"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","NA","NA","OTU_2560"
"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","cateniformis","OTU_207"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_476"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_695"
"Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","amoeboidea","OTU_89"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_703"
"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","verticillata","OTU_913"
"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","ligniaria","OTU_220"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Chaetosphaeronema","NA","OTU_249"
"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Marquandomyces","marquandii","OTU_279"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_157"
"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Lecythophora","canina","OTU_284"
"Fungi","Ascomycota","NA","NA","NA","NA","NA","OTU_153"
"Fungi","Basidiomycota","Agaricomycetes","NA","NA","NA","NA","OTU_142"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","NA","OTU_159"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","NA","OTU_777"
"Fungi","Ascomycota","Sordariomycetes","Atractosporales","Atractosporaceae","Atractospora","NA","OTU_2175"
"Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Colacogloeaceae","Colacogloea","terpenoidalis","OTU_489"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","NA","OTU_135"
"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","NA","OTU_171"
"Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Enterocarpus","grenotii","OTU_390"
"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","italica","OTU_378"
"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","NA","NA","OTU_261"
"Fungi","Ascomycota","Sordariomycetes","Branch06","Branch06_fam_Incertae_sedis","Branch06_gen_Incertae_sedis","NA","OTU_1117"
