"taxonomy1","taxonomy2","taxonomy3","taxonomy4","taxonomy5","taxonomy6","taxonomy7","taxonomy8"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Ellin517","NA","OTU_98"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","NA","NA","OTU_2126"
"Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","NA","NA","NA","OTU_12733"
"Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter","NA","OTU_2983"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga","ossetica","OTU_75"
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","NA","OTU_4150"
"Bacteria","Chloroflexi","Ktedonobacteria","C0119","NA","NA","NA","OTU_901"
"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","NA","OTU_9615"
"Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinoallomurus","NA","OTU_13485"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","NA","NA","OTU_745"
"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","NA","OTU_3073"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","NA","OTU_3008"
"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","NA","NA","NA","OTU_346"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","NA","NA","OTU_5351"
"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI 0001001-H03","NA","OTU_1669"
"Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas","NA","OTU_989"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","NA","OTU_3605"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","NA","NA","OTU_796"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","NA","NA","OTU_70"
"Bacteria","Gemmatimonadota","BD2-11 terrestrial group","NA","NA","NA","NA","OTU_5120"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","NA","OTU_847"
"Bacteria","NA","NA","NA","NA","NA","NA","OTU_2030"
"Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","NA","NA","NA","OTU_4086"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","NA","OTU_7"
"Bacteria","Chloroflexi","NA","NA","NA","NA","NA","OTU_3274"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","NA","NA","OTU_1538"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","NA","NA","OTU_983"
"Bacteria","Chloroflexi","KD4-96","NA","NA","NA","NA","OTU_537"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","NA","OTU_2548"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","NA","OTU_960"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","NA","OTU_196"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","NA","NA","OTU_2874"
"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","NA","OTU_23"
"Bacteria","Actinobacteriota","Actinobacteria","NA","NA","NA","NA","OTU_257"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","NA","OTU_17"
"Bacteria","Actinobacteriota","Actinobacteria","NA","NA","NA","NA","OTU_476"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","NA","OTU_6182"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","NA","OTU_29"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","NA","OTU_2150"
"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","NA","OTU_1234"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","friuliensis","OTU_326"
"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","NA","OTU_1460"
"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","NA","NA","NA","OTU_3125"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Krasilnikovia","NA","OTU_490"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","NA","NA","OTU_613"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","NA","OTU_342"
"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","NA","NA","OTU_1567"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","NA","NA","OTU_37"
"Bacteria","Acidobacteriota","Blastocatellia","DS-100","NA","NA","NA","OTU_3741"
"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","NA","OTU_2700"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Ellin517","NA","OTU_94"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","NA","OTU_702"
"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","NA","NA","NA","OTU_325"
"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Stenotrophobacter","NA","OTU_1298"
"Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","NA","NA","OTU_261"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes","NA","OTU_332"
"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","NA","OTU_278"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","NA","OTU_56"
"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","defluvii","OTU_1389"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium","NA","OTU_5814"
"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","OTU_4797"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","hinzii","OTU_1799"
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","NA","OTU_5537"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","NA","NA","OTU_1037"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","NA","NA","OTU_120"
"Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II","NA","NA","NA","OTU_1826"
"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","NA","NA","OTU_20450"
"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","NA","NA","NA","OTU_4146"
"Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","NA","NA","OTU_58"
"Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","NA","NA","OTU_184"
"Bacteria","Actinobacteriota","MB-A2-108","NA","NA","NA","NA","OTU_1073"
"Bacteria","NA","NA","NA","NA","NA","NA","OTU_1313"
"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","NA","NA","NA","OTU_597"
"Bacteria","RCP2-54","NA","NA","NA","NA","NA","OTU_2417"
"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","NA","OTU_312"
"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI 0001001-H03","NA","OTU_2433"
"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","OTU_627"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","NA","NA","OTU_11966"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","NA","NA","OTU_280"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Oxalicibacterium","NA","OTU_130"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","NA","NA","OTU_697"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","NA","NA","OTU_9190"
"Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","NA","NA","OTU_295"
"Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","NA","NA","OTU_72"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","NA","OTU_401"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","phaseoli","OTU_183"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","NA","OTU_166"
"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","NA","OTU_7225"
"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Vicinamibacter","NA","OTU_269"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter","NA","OTU_264"
"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","NA","NA","OTU_436"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter","NA","OTU_3568"
"Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Amycolatopsis","NA","OTU_1923"
"Bacteria","Actinobacteriota","MB-A2-108","NA","NA","NA","NA","OTU_872"
"Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","NA","NA","NA","OTU_19282"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","NA","OTU_7974"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","NA","OTU_921"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","NA","NA","OTU_14703"
"Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","NA","NA","OTU_980"
