"taxonomy1","taxonomy2","taxonomy3","taxonomy4","taxonomy5","taxonomy6","taxonomy7","taxonomy8"
"Bacteria","Acidobacteriota","Subgroup 5","NA","NA","NA","NA","OTU_15192"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","NA","OTU_11473"
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","NA","NA","OTU_18586"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","NA","OTU_6636"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","NA","NA","OTU_5890"
"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","NA","NA","OTU_13230"
"Bacteria","NA","NA","NA","NA","NA","NA","OTU_5358"
"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","NA","OTU_8092"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","NA","NA","NA","OTU_15862"
"Bacteria","Latescibacterota","NA","NA","NA","NA","NA","OTU_10271"
"Bacteria","Proteobacteria","Gammaproteobacteria","CCD24","NA","NA","NA","OTU_7875"
"Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","NA","NA","OTU_17168"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","OTU_20942"
"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Candidatus Berkiella","NA","OTU_16834"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","NA","OTU_7265"
"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas","NA","OTU_8423"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter","NA","OTU_8794"
"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","NA","NA","OTU_16789"
"Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales","Vampirovibrionaceae","NA","NA","OTU_10990"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","NA","OTU_7293"
"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage","NA","OTU_8344"
"Bacteria","Actinobacteriota","Acidimicrobiia","NA","NA","NA","NA","OTU_8220"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","NA","NA","OTU_7263"
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","NA","NA","NA","OTU_12125"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","NA","OTU_12595"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter","NA","OTU_15107"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","NA","NA","OTU_9536"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","NA","NA","OTU_17259"
"Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","NA","NA","OTU_2910"
"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Ahniella","NA","OTU_17875"
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","NA","NA","NA","OTU_14312"
"Bacteria","Elusimicrobiota","Elusimicrobia","Lineage IV","NA","NA","NA","OTU_6413"
"Bacteria","Actinobacteriota","Acidimicrobiia","NA","NA","NA","NA","OTU_7400"
"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","NA","NA","OTU_12046"
"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","NA","NA","OTU_10262"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Tuwongella","NA","OTU_18392"
"Bacteria","Actinobacteriota","NA","NA","NA","NA","NA","OTU_9546"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter","NA","OTU_7067"
"Bacteria","Bacteroidota","Ignavibacteria","SJA-28","NA","NA","NA","OTU_17419"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","NA","NA","OTU_9742"
"Bacteria","Elusimicrobiota","Lineage IIb","NA","NA","NA","NA","OTU_17149"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","NA","NA","OTU_5802"
"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","NA","NA","OTU_12935"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","NA","NA","OTU_15630"
"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","OTU_8239"
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","NA","NA","NA","OTU_18740"
"Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17","NA","NA","NA","OTU_8544"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","NA","OTU_18533"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","NA","OTU_10781"
"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Frankiaceae","Jatrophihabitans","NA","OTU_8061"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","NA","OTU_7972"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","NA","NA","NA","OTU_10119"
"Bacteria","Gemmatimonadota","S0134 terrestrial group","NA","NA","NA","NA","OTU_17513"
"Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","NA","NA","OTU_11738"
"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Stenotrophobacter","NA","OTU_5672"
"Bacteria","NA","NA","NA","NA","NA","NA","OTU_14149"
"Bacteria","Elusimicrobiota","Elusimicrobia","MVP-88","NA","NA","NA","OTU_18525"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","NA","NA","OTU_18532"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes","NA","OTU_9306"
"Bacteria","NA","NA","NA","NA","NA","NA","OTU_19175"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum","NA","OTU_9525"
"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","NA","NA","OTU_18314"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","NA","OTU_4354"
"Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17","NA","NA","NA","OTU_10826"
"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","NA","NA","OTU_14557"
"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","NA","NA","NA","OTU_17949"
"Bacteria","Patescibacteria","Parcubacteria","NA","NA","NA","NA","OTU_17583"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","NA","NA","OTU_10146"
"Bacteria","Acidobacteriota","Subgroup 5","NA","NA","NA","NA","OTU_10488"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","NA","OTU_7069"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","NA","OTU_9721"
"Bacteria","Actinobacteriota","NA","NA","NA","NA","NA","OTU_5475"
"Bacteria","Armatimonadota","NA","NA","NA","NA","NA","OTU_10131"
"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","NA","NA","NA","OTU_6282"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","NA","NA","OTU_13416"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Pontibacter","populi","OTU_13157"
"Bacteria","NA","NA","NA","NA","NA","NA","OTU_6506"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","NA","OTU_6215"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","NA","NA","OTU_12536"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","NA","NA","OTU_12215"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","NA","NA","OTU_11104"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Lautropia","NA","OTU_8838"
"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","NA","NA","NA","OTU_10907"
"Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus Omnitrophus","NA","OTU_12375"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium","spinosum","OTU_7148"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","NA","NA","NA","OTU_17947"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","NA","NA","OTU_7162"
"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","NA","NA","NA","OTU_20544"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17","NA","NA","OTU_11913"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","NA","OTU_13766"
"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","NA","OTU_7619"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","NA","NA","NA","OTU_17963"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","NA","OTU_19943"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","NA","NA","OTU_11963"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","NA","NA","NA","OTU_6391"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium","NA","OTU_5185"
"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14","NA","OTU_3230"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","NA","NA","OTU_17823"
"Bacteria","Chloroflexi","Ktedonobacteria","C0119","NA","NA","NA","OTU_19017"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","NA","NA","OTU_20235"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","NA","OTU_10531"
"Bacteria","Acidobacteriota","Subgroup 22","NA","NA","NA","NA","OTU_10696"
"Bacteria","Gemmatimonadota","S0134 terrestrial group","NA","NA","NA","NA","OTU_7657"
"Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Litorilinea","NA","OTU_20543"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","NA","NA","OTU_13763"
"Bacteria","Abditibacteriota","Abditibacteria","Abditibacteriales","Abditibacteriaceae","Abditibacterium","NA","OTU_13049"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","NA","NA","OTU_15014"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","KD3-10","NA","OTU_15317"
"Bacteria","Proteobacteria","Gammaproteobacteria","NA","NA","NA","NA","OTU_11455"
"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","NA","NA","OTU_16505"
"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella","NA","OTU_21103"
"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","NA","NA","OTU_11023"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","alphaI cluster","NA","OTU_8911"
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","NA","NA","NA","OTU_17727"
"Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","possible genus 04","NA","OTU_8519"
"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","NA","OTU_5681"
"Bacteria","NA","NA","NA","NA","NA","NA","OTU_18330"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","NA","OTU_9300"
"Bacteria","Actinobacteriota","MB-A2-108","NA","NA","NA","NA","OTU_21262"
"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","NA","NA","OTU_8707"
"Bacteria","Firmicutes","Bacilli","NA","NA","NA","NA","OTU_20422"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","OTU_9949"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","NA","NA","OTU_8755"
"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","NA","OTU_12835"
"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas","NA","OTU_11100"
"Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17","NA","NA","NA","OTU_11449"
"Bacteria","Chloroflexi","Ktedonobacteria","C0119","NA","NA","NA","OTU_15393"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","NA","NA","OTU_8681"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","NA","OTU_12652"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","NA","NA","OTU_9470"
"Bacteria","Actinobacteriota","Acidimicrobiia","NA","NA","NA","NA","OTU_15322"
"Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","OTU_16062"
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","NA","OTU_5682"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","NA","NA","OTU_9896"
"Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","NA","NA","NA","OTU_13847"
"Archaea","Thermoplasmatota","Thermoplasmata","Marine Group II","NA","NA","NA","OTU_7799"
"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","NA","NA","NA","OTU_6878"
"Bacteria","Chloroflexi","P2-11E","NA","NA","NA","NA","OTU_16100"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","NA","NA","OTU_15558"
"Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","NA","NA","NA","OTU_15667"
"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","NA","NA","OTU_7023"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia","NA","OTU_7934"
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","NA","NA","NA","OTU_16312"
"Bacteria","Acidobacteriota","Subgroup 5","NA","NA","NA","NA","OTU_13918"
"Bacteria","Gemmatimonadota","BD2-11 terrestrial group","NA","NA","NA","NA","OTU_12984"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","NA","NA","OTU_11151"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","NA","NA","OTU_14566"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","NA","NA","OTU_11138"
"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","NA","NA","OTU_5188"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","NA","NA","OTU_13153"
"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","NA","NA","NA","OTU_17649"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinus","NA","OTU_20313"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter","NA","OTU_9648"
"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","pectinilyticus","OTU_14148"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Salinispora","NA","OTU_17444"
"Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Angustibacter","NA","OTU_4860"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea","NA","OTU_9658"
"Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea","NA","OTU_19043"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","NA","NA","OTU_9444"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","NA","NA","OTU_8118"
"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","NA","NA","NA","OTU_7981"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group","NA","NA","OTU_13828"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","NA","OTU_9031"
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","NA","NA","NA","OTU_15233"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","NA","NA","OTU_9836"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","NA","OTU_3723"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","NA","NA","OTU_13430"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","NA","NA","OTU_12748"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","chokoriensis","OTU_5533"
"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","UTCFX1","NA","OTU_15375"
"Bacteria","Armatimonadota","NA","NA","NA","NA","NA","OTU_14564"
"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Oerskovia","NA","OTU_15509"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","NA","NA","OTU_10941"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","NA","OTU_12300"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1","NA","OTU_8551"
"Bacteria","Proteobacteria","NA","NA","NA","NA","NA","OTU_13432"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","NA","OTU_8909"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter","NA","OTU_7238"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","NA","OTU_13255"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","NA","NA","NA","OTU_13994"
"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Minicystis","NA","OTU_8533"
"Bacteria","Actinobacteriota","Actinobacteria","0319-7L14","NA","NA","NA","OTU_11696"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","KD3-10","NA","OTU_10902"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","NA","OTU_10704"
"Bacteria","Actinobacteriota","Actinobacteria","NA","NA","NA","NA","OTU_17819"
"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","NA","NA","NA","OTU_15289"
"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","NA","NA","OTU_17067"
"Bacteria","Actinobacteriota","MB-A2-108","NA","NA","NA","NA","OTU_12415"
"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","YC-ZSS-LKJ147","NA","OTU_15960"
"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","NA","NA","OTU_5679"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","NA","NA","OTU_11711"
"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","NA","NA","OTU_18602"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","NA","NA","OTU_21300"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata","NA","OTU_14372"
"Bacteria","Latescibacterota","NA","NA","NA","NA","NA","OTU_4529"
"Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","NA","NA","OTU_14604"
"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","NA","NA","NA","OTU_8678"
"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","NA","OTU_11468"
"Bacteria","Armatimonadota","NA","NA","NA","NA","NA","OTU_13518"
"Bacteria","Chloroflexi","TK10","NA","NA","NA","NA","OTU_6759"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","NA","NA","OTU_16446"
"Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","YC-ZSS-LKJ147","NA","OTU_5976"
"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","NA","NA","OTU_8837"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","NA","OTU_6089"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","NA","NA","OTU_11185"
"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella","NA","OTU_6598"
"Bacteria","Actinobacteriota","Acidimicrobiia","NA","NA","NA","NA","OTU_18930"
"Bacteria","Elusimicrobiota","Lineage IIa","NA","NA","NA","NA","OTU_13246"
"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","NA","NA","OTU_21295"
"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10","NA","OTU_14675"
"Bacteria","Chloroflexi","KD4-96","NA","NA","NA","NA","OTU_4497"
"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","NA","NA","OTU_10361"
"Bacteria","Acidobacteriota","Acidobacteriae","Subgroup 2","NA","NA","NA","OTU_17172"
"Bacteria","Abditibacteriota","Abditibacteria","Abditibacteriales","Abditibacteriaceae","Abditibacterium","NA","OTU_15969"
"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","NA","NA","OTU_14527"
"Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","NA","NA","NA","OTU_14474"
"Bacteria","Elusimicrobiota","Lineage IIa","NA","NA","NA","NA","OTU_9094"
"Bacteria","Chloroflexi","P2-11E","NA","NA","NA","NA","OTU_13957"
"Bacteria","NA","NA","NA","NA","NA","NA","OTU_8301"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","NA","NA","OTU_4048"
"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","NA","NA","OTU_10985"
"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","NA","NA","NA","OTU_15491"
"Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas","NA","OTU_10306"
"Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13","NA","NA","NA","OTU_18146"
"Bacteria","Elusimicrobiota","Lineage IIa","NA","NA","NA","NA","OTU_10245"
"Bacteria","Actinobacteriota","MB-A2-108","NA","NA","NA","NA","OTU_15406"
"Bacteria","NA","NA","NA","NA","NA","NA","OTU_12871"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","NA","OTU_6664"
"Bacteria","Actinobacteriota","NA","NA","NA","NA","NA","OTU_19469"
"Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","NA","NA","OTU_8098"
"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41","NA","OTU_15692"
"Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","NA","NA","NA","OTU_5865"
"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","NA","NA","OTU_1284"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella","NA","OTU_10983"
"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","NA","OTU_11947"
"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","NA","NA","OTU_18916"
"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14","NA","NA","OTU_16366"
"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","NA","NA","OTU_20584"
"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","cvE6","NA","NA","OTU_12158"
"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","NA","NA","NA","OTU_5770"
"Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","NA","NA","OTU_12553"
"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","NA","OTU_15321"
"Bacteria","Planctomycetota","vadinHA49","NA","NA","NA","NA","OTU_9211"
"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Parachlamydiaceae","Neochlamydia","NA","OTU_14485"
"Bacteria","Proteobacteria","Alphaproteobacteria","NA","NA","NA","NA","OTU_14262"
"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","NA","NA","OTU_9293"
"Bacteria","Planctomycetota","NA","NA","NA","NA","NA","OTU_6812"
"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","NA","OTU_14164"
"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","NA","NA","OTU_8072"
"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","NA","NA","OTU_9859"
"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","NA","NA","OTU_12495"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea","NA","OTU_9446"
"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","UTCFX1","NA","OTU_16741"
"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter","NA","OTU_2513"
